% Lao word list with break points
% !! = armageddon (7500)
% ! = nuclear (5000)
% ~ = emergency (1000)
% ~~ = discouraged (100)
% ~~~ = neutral (0)
% ~~~~ = encouraged (-200)
% ~~~~~ = excellent (-400)
% ~~~~~~ = superb (-1000)
% ~S~ = \hspace{0.4em plus 0.2em minus 0.1em}\allowbreak

ກກ| ກກ %
ແກ່ງແຍ່ງຊິງດີ| ແກ່ງ~~ແຍ່ງ~~ຊິງ~~ດີ %
ແກ່ງແຍ້ງ| ແກ່ງແຍ້ງ %
ແກ່ຊະລາ| ແກ່~ຊະລາ %
ແກ່ນ| ແກ່ນ %
ແກ້| ແກ້ %
ແກ້ງ| ແກ້ງ %
ແກ້ຕ່າງ| ແກ້~ຕ່າງ %
ແກ້ມ| ແກ້ມ %
ແກ້ວ| ແກ້ວ %
ແກ້ແຄ້ນ| ແກ້~~ແຄ້ນ %
ແກ້ໄຂ| ແກ້~~ໄຂ %
ແຂກ| ແຂກ %
ແຂງ| ແຂງ %
ແຂງກະດ້າງ| ແຂງ~~ກະ!ດ້າງ %
ແຂງຂັນ| ແຂງ~ຂັນ %
ແຂງແກ່ນ| ແຂງ~~ແກ່ນ %
ແຂງແຮງ| ແຂງ~~ແຮງ %
ແຂນ| ແຂນ %
ແຂວງ| ແຂວງ %
ແຂວນ| ແຂວນ %
ແຂ່ງ| ແຂ່ງ %ບ
ແຂ່ງຂັນ| ແຂ່ງ~ຂັນ %
ແຂ້ວ| ແຂ້ວ %
ແຄບ| ແຄບ %
ແຄມ| ແຄມ %
ແຄມຝັ່ງ| ແຄມ~ຝັ່ງ %
ແຄ່| ແຄ່ %
ແຄ້ນ| ແຄ້ນ %
ແງ່| ແງ່ %
ແງ້ມ| ແງ້ມ %
ແຈ| ແຈ %
ແຈກ| ແຈກ %
ແຈກຈຳໜ່າຍ| ແຈກ~~ຈຳໜ່າຍ %
ແຈກຢາຍ| ແຈກ~~ຢາຍ %
ແຈ່ມແຈ້ງ| ແຈ່ມ~ແຈ້ງ %
ແຈ່ມໃສ| ແຈ່ມ~~ໃສ %
ແຈ້ງ| ແຈ້ງ %
ແຊກ| ແຊກ %
ແຊກຊຶມ| ແຊກ~~ຊຶມ %
ແຊກແຊງ| ແຊກ~ແຊງ %
ແຊນ| ແຊນ %
ແຊມຊັນ| ແຊມຊັນ %  Samson
ແຊັກຊັນ| ແຊັກຊັນ % name
ແຊ່ງ| ແຊ່ງ %
ແຊ່ງສາບ| ແຊ່ງ~ສາບ %
ແຍກ| ແຍກ %
ແຍງເບິ່ງ| ແຍງ~~ເບິ່ງ %
ແຍບຍົນ| ແຍບ~ຍົນ %
ແຍ່ງຊິງ| ແຍ່ງ~~ຊິງ %
ແດງ| ແດງ %
ແດງກ່ຳ| ແດງ~ກ່ຳ %
ແດດ| ແດດ %
ແດດຮ້ອນ| ແດດ~ຮ້ອນ %
ແດນ| ແດນ %
ແດນຊຳລະ| ແດນ~ຊຳລະ %
ແດນນະຣົກ| ແດນ~ນະຣົກ %
ແດ່| ແດ່ %
ແດ່ທ້ອນ| ແດ່~ທ້ອນ %
ແຕກ| ແຕກ %
ແຕກຕ່າງ| ແຕກ~ຕ່າງ %
ແຕກແຍກ| ແຕກ~ແຍກ %
ແຕະ| ແຕະ %
ແຕະຕ້ອງ| ແຕະ~~ຕ້ອງ %
ແຕ່| ແຕ່ %
ແຕ່ງ| ແຕ່ງ %
ແຕ່ງຕັ້ງ| ແຕ່ງ~ຕັ້ງ %
ແຕ່ລະ| ແຕ່~ລະ %
ແຕ້ມ| ແຕ້ມ %
ແຖ| ແຖ %
ແຖບ| ແຖບ %
ແຖມ| ແຖມ %
ແຖວ| ແຖວ %
ແທກ| ແທກ %
ແທງ| ແທງ %
ແທງໃຈດຳ| ແທງ~~ໃຈ~ດຳ %
ແທດເໝາະ| ແທດ~ເໝາະ %
ແທນ| ແທນ %
ແທນທີ່| ແທນ~ທີ່ %
ແທບ| ແທບ %
ແທ່ງ| ແທ່ງ %
ແທ່ນ| ແທ່ນ %
ແທ່ນບູຊາ| ແທ່ນ~~ບູຊາ %
ແທ້| ແທ້ %
ແທ້ຈິງ| ແທ້~ຈິງ %
ແນບນຽນ| ແນບ~~ນຽນ %
ແນມ| ແນມ %
ແນມເບິ່ງ| ແນມ~~ເບິ່ງ %
ແນມເຫັນ| ແນມ~~ເຫັນ %
ແນວ| ແນວ %
ແນວໂນ້ມ| ແນວ~ໂນ້ມ %
ແນວໃດ| ແນວ~ໃດ %
ແນະ| ແນະ %
ແນະນຳ| ແນະ~~ນຳ %
ແນໃສ່| ແນໃສ່ %
ແນ່| ແນ່ %
ແນ່ນອນ| ແນ່~~ນອນ %
ແນ່ວແນ່| ແນ່ວ~ແນ່ %
ແບກ| ແບກ %
ແບນຊິກ| ແບນຊິກ %
ແບບ| ແບບ %
ແບບດຽວ| ແບບ~~ດຽວ %
ແບບຢ່າງ| ແບບ~~ຢ່າງ %
ແບ່ງ| ແບ່ງ %
ແບ່ງປັນ| ແບ່ງ~ປັນ %
ແບ່ງເບົາພາລະ| ແບ່ງ~~ເບົາ~~ພາລະ %
ແບ່ງແຍກ| ແບ່ງ~ແຍກ %
ແບ້| ແບ້ %
ແປ| ແປ %
ແປກ| ແປກ %
ແປກປະຫຼາດ| ແປກ~~ປະຫຼາດ %
ແປງ| ແປງ %
ແປດ| ແປດ %
ແປປ່ວນ| ແປ~ປ່ວນ %
ແປວ| ແປວ %
ແປວໄຟ| ແປວ~~ໄຟ %
ແປວ່າ| ແປ~~ວ່າ %
ແປະ| ແປະ % 
ແປ້ງ| ແປ້ງ %
ແປ້ວ| ແປ້ວ %
ແຜ| ແຜ %
ແຜດ| ແຜດ %
ແຜດສຽງ| ແຜດ~~~ສຽງ %
ແຜດເຜົາ| ແຜດ~~ເຜົາ %
ແຜນ| ແຜນ %
ແຜນການ| ແຜນ~ການ %
ແຜນຍຸດທະສາດ| ແຜນ~~ຍຸດທະ­ສາດ % soft-hyphen
ແຜນອຸບາຍ| ແຜນ~ອຸບາຍ %
ແຜ່| ແຜ່ %
ແຜ່ກະຈາຍ| ແຜ່~ກະຈາຍ %
ແຜ່ນ| ແຜ່ນ %
ແຜ່ນດິນ| ແຜ່ນ~ດິນ %
ແຜ່ນດິນໂລກ| ແຜ່ນ~ດິນ~~ໂລກ %
ແຜ່ນດິນໄຫວ| ແຜ່ນ~ດິນ~~ໄຫວ %
ແຜ່ລາມ| ແຜ່~ລາມ %
ແຝງ| ແຝງ %
ແພງ| ແພງ %
ແພດ| ແພດ %
ແຟຊັ້ນ| ແຟຊັ້ນ %
ແຟ້ນ| ແຟ້ນ %
ແມ| ແມ %
ແມຊີ| ແມ~~ຊີ %
ແມບ| ແມບ %
ແມບມາບ| ແມບ~~ມາບ %
ແມວ| ແມວ %
ແມັດ| ແມັດ %
ແມັສຊາຊູເສັດ| ແມັສຊາ­ຊູເສັດ % name soft-hyphen
ແມ່| ແມ່ %
ແມ່ຄ້າ| ແມ່~~ຄ້າ %
ແມ່ຊີ| ແມ່ຊີ %
ແມ່ທັບ| ແມ່~~ທັບ %
ແມ່ນ| ແມ່ນ %
ແມ່ນຫຍັງ| ແມ່ນ~~ຫຍັງ %
ແມ່ນແຕ່| ແມ່ນ~~ແຕ່ %
ແມ່ນ້ຳ| ແມ່~~ນ້ຳ %
ແມ່ໝ້າຍ| ແມ່~~ໝ້າຍ % widow
ແລກ| ແລກ %
ແລງ| ແລງ %
ແລນ| ແລນ %
ແລະ| ແລະ %
ແລເຫັນ| ແລ~~ເຫັນ %
ແລ່ນ| ແລ່ນ %
ແລ້ວ| ແລ້ວ %
ແວດລ້ອມ| ແວດ~~ລ້ອມ %
ແວດວົງ| ແວດ~~ວົງ %
ແວບ| ແວບ %
ແວບວາບ| ແວບ~~ວາບ %
ແວວ| ແວວ %
ແວວວາວ| ແວວ~ວາວ %
ແວ່| ແວ່ %
ແວ່ນ| ແວ່ນ %
ແວ່ນແຍງ| ແວ່ນແຍງ %
ແວ່ຢ້ຽມ| ແວ່~~ຢ້ຽມ %
ແສງ| ແສງ %
ແສງຣັດສະໝີ| ແສງ~~~~ຣັດສະໝີ %
ແສນ| ແສນ %
ແສ້| ແສ້ %
ແຫ| ແຫ %
ແຫຼມ| ແຫຼມ %
ແຫຼມຄົມ| ແຫຼມ~ຄົມ %
ແຫຼວ| ແຫຼວ %
ແຫຼະ| ແຫຼະ %
ແຫຼ່ງ| ແຫຼ່ງ %
ແຫ່| ແຫ່ % procession
ແຫ່ງ| ແຫ່ງ %
ແຫ່ງຫົນ| ແຫ່ງ~~ຫົນ %
ແຫ້ງ| ແຫ້ງ %
ແຫ້ງເຫືອດ| ແຫ້ງ~~ເຫືອດ %
ແຫ້ງແລ້ງ| ແຫ້ງ~~ແລ້ງ %
ແຫ້ນ| ແຫ້ນ %
ແອ| ແອ %
ແອກ| ແອກ %
ແອດແລນຕິກ| ແອດແລນຕິກ % name
ແອບ| ແອບ %
ແອວ| ແອວ %
ແອອັດ| ແອ~ອັດ %
ແອັດສະປາຍ| ແອັດສະປາຍ %
ແອັດເວັນຕິສ| ແອັດ­ເວັນ­ຕິສ % soft-hyphen
ແຮງ| ແຮງ %
ແຮງກ້າ| ແຮງ~~ກ້າ %
ແຮງງານ| ແຮງ~~ງານ %
ແຮງຈູງໃຈ| ແຮງ~~ຈູງ~~ໃຈ %
ແຮ່| ແຮ່ %
ແຮ້ວ| ແຮ້ວ %
ແໜ້ນ| ແໜ້ນ %
ແໜ້ນແຟ້ນ| ແໜ້ນ~ແຟ້ນ %
ໂກງ| ໂກງ %
ໂກດ| ໂກດ %
ໂກດຮ້າຍ| ໂກດ~~ຮ້າຍ %
ໂກນ| ໂກນ %
ໂກນໂກທາ| ໂກນໂກທາ %
ໂກຣິນໂທ| ໂກຣິນໂທ % name of city and Bible book
ໂກເນລີໂອ| ໂກເນລີໂອ % Cornelius
ໂກໂມຣາ| ໂກໂມຣາ % Gomorrah
ໂກໂລຊາຍ| ໂກໂລຊາຍ % name of Bible book
ໂຄ| ໂຄ %
ໂຄງການ| ໂຄງການ %
ໂຄງສ້າງ| ໂຄງ~ສ້າງ %
ໂຄງຮ່າງ| ໂຄງ~ຮ່າງ %
ໂຄງເຄງ| ໂຄງ~ເຄງ %
ໂຄຈອນ| ໂຄຈອນ %
ໂຄນ| ໂຄນ %
ໂຄມ| ໂຄມ %
ໂຄລຳບາ| ໂຄລຳບາ % name
ໂຄສະນາ| ໂຄສະນາ %
ໂຄສົກ| ໂຄສົກ %
ໂຄ່ນ| ໂຄ່ນ %
ໂຄ້ງ| ໂຄ້ງ %
ໂຄ້ນ| ໂຄ້ນ %
ໂງຫົວ| ໂງຫົວ %
ໂງ່| ໂງ່ %
ໂງ່ຈ້າ| ໂງ່~ຈ້າ %
ໂງ່ນຫີນ| ໂງ່ນ~~ຫີນ %
ໂຈນ| ໂຈນ %
ໂຈມ| ໂຈມ %
ໂຈມຕີ| ໂຈມ~ຕີ %
ໂຈ່ງແຈ້ງ| ໂຈ່ງ~ແຈ້ງ %
ໂຊກ| ໂຊກ %
ໂຊມ| ໂຊມ %
ໂຊມໂຊ| ໂຊມໂຊ %
ໂຊເຊ| ໂຊເຊ %
ໂຊເມີ| ໂຊເມີ % name
ໂຊໂດມ| ໂຊໂດມ % Sodom
ໂຊໂລໂມນ| ໂຊໂລໂມນ % name
ໂຍງ| ໂຍງ %
ໂຍນ| ໂຍນ %
ໂດຍ| ໂດຍ %
ໂດດ| ໂດດ %
ໂດດດ່ຽວ| ໂດດ~ດ່ຽວ %
ໂດດເດັ່ນ| ໂດດ~ເດັ່ນ %
ໂດນ| ໂດນ %
ໂດບິນເຍ| ໂດບິນເຍ % name
ໂດ່ງດັງ| ໂດ່ງ~ດັງ %
ໂຕ| ໂຕ %
ໂຕ້| ໂຕ້ %
ໂຕ້ຕອບ| ໂຕ້~~ຕອບ %
ໂຕ້ຖຽງ| ໂຕ້~~ຖຽງ %
ໂຕ້ວາທີ| ໂຕ້ວາທີ %
ໂຕ້ແຍ້ງ| ໂຕ້ແຍ້ງ %
ໂຕ໊ະ| ໂຕ໊ະ %
ໂຖງ| ໂຖງ %
ໂທດ| ໂທດ %
ໂນອາ| ໂນ!ອາ %
ໂນ້ມ| ໂນ້ມ %
ໂນ້ມນ້າວ| ໂນ້ມ~~ນ້າວ %
ໂນ້ມອຽງ| ໂນ້ມ~~ອຽງ %
ໂບກ| ໂບກ %
ໂບດ| ໂບດ %
ໂບດວິຫານ| ໂບດ~~~ວິຫານ %
ໂບຮີເມຍ| ໂບຮີເມຍ % Bohemia (name)
ໂບ້| ໂບ້ %
ໂປງ| ໂປງ %
ໂປດປານ| ໂປດ~~ປານ %
ໂປຣແຕັສຕັງ| ໂປຣ­ແຕັສ­ຕັງ % name soft-hyphen
ໂປໂລ| ໂປໂລ % name
ໂຜດ| ໂຜດ %
ໂພງ| ໂພງ %
ໂພຍໄພ| ໂພຍໄພ %
ໂຟນີເຊຍ| ໂຟນີເຊຍ %
ໂມງ| ໂມງ %
ໂມທະນາ| ໂມທະນາ %
ໂມຣິຢາ| ໂມຣິຢາ % name
ໂມເຊ| ໂມເຊ %
ໂມເມ| ໂມເມ %
ໂມເຣເວຍ| ໂມເຣເວຍ %
ໂມໂຫ| ໂມໂຫ %
ໂມ້| ໂມ້ %
ໂຢຊວຍ| ໂຢຊວຍ % name
ໂຢນາ| ໂຢນາ % name
ໂຢບ| ໂຢບ % name
ໂຢຮັນ| ໂຢຮັນ % name
ໂຢເຊຟັດ| ໂຢເຊຟັດ % name
ໂຢເຊັບ| ໂຢເຊັບ %
ໂຢເອນ| ໂຢເອນ % name
ໂຣກ| ໂຣກ %
ໂຣກລະບາດ| ໂຣກ~ລະບາດ %
ໂຣຄາ| ໂຣຄາ %
ໂຣຄາພະຍາດ| ໂຣຄາ~ພະຍາດ %
ໂຣດໄອແລນ| ໂຣດໄອແລນ % name
ໂຣບິນສັນ| ໂຣບິນສັນ % name
ໂຣມ| ໂຣມ %
ໂຣມັນ| ໂຣມັນ %
ໂຣເຈີ| ໂຣເຈີ % name
ໂລກ| ໂລກ %
ໂລກະທາດ| ໂລກະທາດ %
ໂລກີ| ໂລກີ %
ໂລກີຍະວິໄສ| ໂລກີຍະ­ວິໄສ %  soft-hyphen
ໂລງ| ໂລງ %
ໂລດ| ໂລດ %
ໂລບ| ໂລບ %
ໂລບມາກໂລພາ| ໂລບ~~ມາກ~~ໂລພາ %
ໂລຫະ| ໂລຫະ %
ໂລຫິດ| ໂລຫິດ %
ໂລ່| ໂລ່ %
ໂລ່ງ| ໂລ່ງ %
ໂລ້| ໂລ້ %
ໂວຍວາຍ| ໂວຍ~~ວາຍ %
ໂວດົວ| ໂວດົວ % name
ໂວນແຕ| ໂວນແຕ % name
ໂສກ| ໂສກ %
ໂສກເສົ້າ| ໂສກ!ເສົ້າ %
ໂສມ| ໂສມ %
ໂສເພນີ| ໂສເພນີ %
ໂສໂຄກ| ໂສໂຄກ %
ໂສ້| ໂສ້ %
ໂຫ| ໂຫ %
ໂຫງ່ນ| ໂຫງ່ນ %
ໂຫຍຫວນ| ໂຫຍ~~ຫວນ %
ໂຫຍຫາ| ໂຫຍ~~ຫາ %
ໂຫດ| ໂຫດ %
ໂຫດຫ້ຽມ| ໂຫດ~~ຫ້ຽມ %
ໂຫດຮ້າຍ| ໂຫດ~~ຮ້າຍ %
ໂຫມກະໜ່ຳ| ໂຫມ~~ກະໜ່ຳ %
ໂຫວກເຫວກ| ໂຫວກ~~ເຫວກ %
ໂອ| ໂອ %
ໂອກ| ໂອກ %
ໂອກາດ| ໂອກາດ %
ໂອຍ| ໂອຍ %
ໂອຍຄາງ| ໂອຍ~ຄາງ %
ໂອດໂອຍ| ໂອດໂອຍ %
ໂອນ| ໂອນ %
ໂອນເອນ| ໂອນເອນ %
ໂອບ| ໂອບ %
ໂອບອ້ອມອາລີ| ໂອບ­ອ້ອມ­ອາ­ລີ % soft-hyphen
ໂອບາດີຢາ| ໂອບາດີຢາ % name
ໂອຫັງ| ໂອຫັງ %
ໂອ່ອ່າ| ໂອ່ອ່າ %
ໂອ້| ໂອ້ %
ໂອ້ລົມ| ໂອ້~ລົມ %
ໂຮງ| ໂຮງ %
ໂຮງລະຄອນ| ໂຮງ~~ລະຄອນ %
ໂຮງຮຽນ| ໂຮງ~~ຮຽນ %
ໂຮງໝໍ| ໂຮງ~~ໝໍ %
ໂຮຊັນນາ| ໂຮຊັນນາ %
ໂຮມ| ໂຮມ %
ໂຮຮ້ອງ| ໂຮ~~ຮ້ອງ %
ໂຮເສອາ| ໂຮເສອາ % name
ໂຮ່| ໂຮ່ %
ໂຮ່ຮ້ອງ| ໂຮ່~~ຮ້ອງ %
ໃກ້| ໃກ້ %
ໃກ້ຊິດ| ໃກ້~~ຊິດ %
ໃກ້ຊິດຕິດແທດ| ໃກ້~~ຊິດ~~~~ຕິດ~~ແທດ %
ໃຈ| ໃຈ %
ໃຈຈົດໃຈຈໍ່| ໃຈ~ຈົດ~~ໃຈ~ຈໍ່ %
ໃຈດຳ| ໃຈ~~~ດຳ %
ໃຈບານ| ໃຈ~~ບານ %
ໃຈຫາຍ| ໃຈ~~~ຫາຍ %
ໃຈຮ້າຍ| ໃຈ~~~ຮ້າຍ %
ໃຈ່ຖ່ອມ| ໃຈ່~~~ຖ່ອມ %
ໃຊ້| ໃຊ້ %
ໃດ| ໃດ %
ໃດ໋| ໃດ໋ %
ໃຕ້| ໃຕ້ %
ໃນ| ໃນ %
ໃບ| ໃບ %
ໃບປິວ| ໃບປິວ %
ໃຜ| ໃຜ %
ໃຝ່| ໃຝ່ %
ໃຝ່ຝັນ| ໃຝ່~~ຝັນ %
ໃຝ່ຫາ| ໃຝ່~ຫາ %
ໃສ| ໃສ %
ໃສ່| ໃສ່ %
ໃສ່ຮ້າຍ| ໃສ່~ຮ້າຍ %
ໃສ່ຮ້າຍປ້າຍສີ| ໃສ່~~ຮ້າຍ~~~ປ້າຍ~~~ສີ % 
ໃສ່ໃຈ| ໃສ່~ໃຈ %
ໃຫຍ່| ໃຫຍ່ %
ໃຫຍ່ຫຼວງ| ໃຫຍ່~~ຫຼວງ %
ໃຫ້| ໃຫ້ %
ໃຫ້ບຸນສຸນທານ| ໃຫ້~~ບຸນສຸນທານ %
ໃຫ້ອະໄພ| ໃຫ້~~ອະໄພ %
ໃໝ| ໃໝ %
ໃໝ່| ໃໝ່ %
ໄກ| ໄກ %
ໄກອຸສ| ໄກອຸສ % name
ໄກ່| ໄກ່ %
ໄກ່ເກ່ຍ| ໄກ່~ເກ່ຍ %
ໄຂ| ໄຂ %
ໄຂ່| ໄຂ່ %
ໄຂ່ມຸກ| ໄຂ່ມຸກ %
ໄຂ້| ໄຂ້ %
ໄຄ່ຄວນ| ໄຄ່~ຄວນ %
ໄຈ້ແຍກ| ໄຈ້~ແຍກ %
ໄຊ| ໄຊ %
ໄຊຊະນະ| ໄຊ~~ຊະ!ນະ %
ໄຊໂຍ| ໄຊ~ໂຍ %
ໄດ້| ໄດ້ %
ໄດ້ຍິນ| ໄດ້~ຍິນ %
ໄຕ່ຕອງ| ໄຕ່ຕອງ %
ໄຕ່ສວນ| ໄຕ່~~ສວນ %
ໄຕ້| ໄຕ້ %
ໄຖ| ໄຖ %
ໄຖນາ| ໄຖ~~ນາ %
ໄຖ່| ໄຖ່ %
ໄທ| ໄທ %
ໄປ| ໄປ %
ໄພ| ໄພ %
ໄພພິບັດ| ໄພ~~ພິບັດ %
ໄພອັນຕະລາຍ| ໄພ~~ອັນຕະ­ລາຍ % soft-hyphen
ໄພເລາະ| ໄພເລາະ %
ໄພ່ພົນ| ໄພ່ພົນ %
ໄຟ| ໄຟ %
ໄຟໄໝ້| ໄຟ~~ໄໝ້ %
ໄມ| ໄມ %
ໄມ້| ໄມ້ %
ໄມ້ກາງແຂນ| ໄມ້~~ກາງ~~ແຂນ %
ໄມ້ຄອນເທົ້າ| ໄມ້~~ຄອນ~~ເທົ້າ %
ໄມ້ຄານ| ໄມ້~~ຄານ %
ໄມ້ຄ້ອນ| ໄມ້~~ຄ້ອນ %
ໄມ້ຟືນ| ໄມ້~~ຟືນ %
ໄມ້ສົນສີດາ| ໄມ້~ສົນ~~ສີ!ດາ %
ໄລກອນ| ໄລກອນ %
ໄລຍະ| ໄລຍະ %
ໄລພິດ| ໄລພິດ %
ໄລ່| ໄລ່ %
ໄລ່ລ່າ| ໄລ່ລ່າ %
ໄວ| ໄວ %
ໄວຄຼິບ| ໄວຄຼິບ % name
ໄວຍະວຸດ| ໄວຍະວຸດ %
ໄວທ໌| ໄວທ໌ %
ໄວລີ| ໄວລີ % name
ໄວວາ| ໄວວາ %
ໄວສ໌ແມນ| ໄວສ໌ແມນ % name
ໄວເຮດ| ໄວເຮດ % name
ໄວ້| ໄວ້ %
ໄວ້ທຸກ| ໄວ້~ທຸກ %
ໄວ້ວາງໃຈ| ໄວ້~ວາງ~ໃຈ %
ໄວ້ເນື້ອເຊື່ອໃຈ| ໄວ້~~ເນື້ອ~~ເຊື່ອ~~ໃຈ %
ໄສຍະສາດ| ໄສຍະສາດ %
ໄຫວ| ໄຫວ %
ໄຫວ້| ໄຫວ້ %
ໄຫຼ| ໄຫຼ %
ໄຫຼ່| ໄຫຼ່ %
ໄຫ້| ໄຫ້ %
ໄອແລນ| ໄອແລນ % name
ໄອໂອນາ| ໄອໂອນາ % name
ໄຮ່| ໄຮ່ %
ໄຮ່ນາ| ໄຮ່~~ນາ %
ໄຮ່ນາຕາກ້າ| ໄຮ່~~ນາ~ຕາ~ກ້າ %
ໄຮ້| ໄຮ້ %
ໄໝ| ໄໝ %
ໄໝ້| ໄໝ້ %
ໜວກ| ໜວກ %
ໜອງ| ໜອງ %
ໜັກ| ໜັກ %
ໜັກແໜ້ນ| ໜັກ~ແໜ້ນ %
ໜັກໜາ| ໜັກ~ໜາ %
ໜັກໜ່ວງ| ໜັກ~ໜ່ວງ %
ໜັງ| ໜັງ %
ໜັງສື| ໜັງ~ສື %
ໜາ| ໜາ %
ໜາທຶບ| ໜາ~ທຶບ %
ໜາມ| ໜາມ %
ໜາວ| ໜາວ %
ໜາວເຢັນ| ໜາວ~~ເຢັນ %
ໜາວເໜັບ| ໜາວ~~ເໜັບ %
ໜຳ| ໜຳ %
ໜີ| ໜີ %
ໜີ້| ໜີ້ %
ໜຶ່ງ| ໜຶ່ງ %
ໜຶ່ງດຽວ| ໜຶ່ງ~ດຽວ %
ໜຸ່ມ| ໜຸ່ມ %
ໜຸ່ມສາວ| ໜຸ່ມ~~ສາວ %
ໜູ| ໜູ %
ໜູນ| ໜູນ %
ໜູນໃຈ| ໜູນ~~ໃຈ %
ໜຽວ| ໜຽວ %
ໜຽວແໜ້ນ| ໜຽວ~ແໜ້ນ %
ໜ່ວງ| ໜ່ວງ %
ໜ່ວງໜ່ຽວ| ໜ່ວງ~~ໜ່ຽວ %
ໜ່ວຍ| ໜ່ວຍ %
ໜ່າຍ| ໜ່າຍ %
ໜ້ອຍ| ໜ້ອຍ %
ໜ້ອຍດຽວ| ໜ້ອຍ~ດຽວ %
ໜ້ອຍນິດ| ໜ້ອຍ~~ນິດ %
ໜ້າ| ໜ້າ %
ໜ້າກາກ| ໜ້າ~~ກາກ %
ໜ້າຂືມ| ໜ້າ~ຂືມ %
ໜ້າຊື່ໃຈຄົດ| ໜ້າ~ຊື່~~ໃຈ~ຄົດ %
ໜ້າຕາ| ໜ້າ~~ຕາ %
ໜ້າທີ່| ໜ້າທີ່ %
ໜ້າບຶ້ງ| ໜ້າ~ບຶ້ງ %
ໜ້າຜາ| ໜ້າ~ຜາ %
ໜ້າຜາກ| ໜ້າ~~ຜາກ %
ໜ້າຢ້ານ| ໜ້າ~ຢ້ານ %
ໜ້າຢ້ານກົວ| ໜ້າ~ຢ້ານ~~ກົວ %
ໜ້າໄຫວ້ຫຼັງຫຼອກ| ໜ້າ~~ໄຫວ້~~~ຫຼັງ~~ຫຼອກ %
ໜໍ| ໜໍ %
ໜໍ່| ໜໍ່ %
ໝວກ| ໝວກ %
ໝວດ| ໝວດ %
ໝອກ| ໝອກ %
ໝອງມົວ| ໝອງ~~ມົວ %
ໝອງໝົ່ນ| ໝອງ~ໝົ່ນ %
ໝອນ| ໝອນ %
ໝັນ| ໝັນ %
ໝັ່ນ| ໝັ່ນ %
ໝັ່ນພຽນ| ໝັ່ນ~ພຽນ %
ໝັ້ນ| ໝັ້ນ %
ໝັ້ນຄົງ| ໝັ້ນ~ຄົງ %
ໝັ້ນຍືນ| ໝັ້ນ~~ຍືນ %
ໝັ້ນແກ່ນ| ໝັ້ນ~ແກ່ນ %
ໝັ້ນໃຈ| ໝັ້ນ~ໃຈ %
ໝາ| ໝາ %
ໝາກ| ໝາກ %
ໝາກກອກ| ໝາກ~ກອກ %
ໝາກກອກເທດ| ໝາກ~~ກອກ~ເທດ %
ໝາກຜົນ| ໝາກ~~ຜົນ %
ໝາກເດື່ອ| ໝາກ~~ເດື່ອ %
ໝາກເດື່ອເທດ| ໝາກ~~ເດື່ອ~ເທດ %
ໝາກໄມ້| ໝາກ~~ໄມ້ %
ໝາຍ| ໝາຍ %
ໝາຍຄວາມ| ໝາຍ~~ຄວາມ %
ໝາຍຈ້ຳ| ໝາຍ~ຈ້ຳ %
ໝາຍສຳຄັນ| ໝາຍ~ສຳຄັນ %
ໝາຍໝັ້ນ| ໝາຍ~~ໝັ້ນ %
ໝາຍໝັ້ນປັ້ນມື| ໝາຍ~~ໝັ້ນ~~ປັ້ນ~~ມື %
ໝາໄນ| ໝາ~~ໄນ %
ໝິ່ນ| ໝິ່ນ %
ໝິ່ນປະໝາດ| ໝິ່ນ~~ປະໝາດ %
ໝື່ນ| ໝື່ນ %
ໝຸດໝາຍ| ໝຸດ~ໝາຍ %
ໝຸ່ນ| ໝຸ່ນ %
ໝູ| ໝູ %
ໝູນ| ໝູນ %
ໝູນວຽນ| ໝູນ~ວຽນ %
ໝູ່| ໝູ່ %
ໝູ່ເພື່ອນ| ໝູ່~~ເພື່ອນ %
ໝົກໝົ້ນ| ໝົກ~~ໝົ້ນ %
ໝົດ| ໝົດ %
ໝົດກ້ຽງ| ໝົດ~~ກ້ຽງ %
ໝົດສິ້ນ| ໝົດ~~ສິ້ນ %
ໝົ່ນໝອງ| ໝົ່ນ~~ໝອງ %
